SiteName	County	AQI	O3_8hr	WindSpeed	CO_8hr	PM2.5_AVG	PM10_AVG	SO2_AVG
沙鹿	臺中市	30	32	4.6	0.2	8	16	1
沙鹿	臺中市	30	32	3.8	0.2	7	15	1
沙鹿	臺中市	30	32	3	0.2	6	14	1
沙鹿	臺中市	29	31	3	0.2	5	13	1
沙鹿	臺中市	27	29	2.4	0.2	5	13	1
沙鹿	臺中市	25	27	2.9	0.2	7	14	1
沙鹿	臺中市	25	25	1	0.2	8	15	1
沙鹿	臺中市	28	22	1.8	0.3	9	16	1
豐原	臺中市	23	25	1.2	0.4	6	9	1
豐原	臺中市	22	24	2.2	0.4	6	9	1
豐原	臺中市	21	23	2.2	0.3	6	8	1
豐原	臺中市	22	24	2	0.3	6	8	1
豐原	臺中市	21	23	2	0.3	5	7	1
豐原	臺中市	21	23	1.7	0.3	4	6	1
豐原	臺中市	21	23	1.3	0.3	4	8	1
豐原	臺中市	21	23	1.5	0.2	4	9	1
豐原	臺中市	20	22	1.2	0.2	5	10	1
豐原	臺中市	19	21	1.5	0.2	6	11	1
豐原	臺中市	21	21	2.5	0.2	6	11	1
豐原	臺中市	21	20	2.3	0.2	7	11	1
豐原	臺中市	20	20	2	0.2	6	11	1
豐原	臺中市	19	20	1.7	0.2	6	10	1
豐原	臺中市	19	20	1.8	0.2	6	10	1
豐原	臺中市	19	21	1.4	0.2	5	9	1
豐原	臺中市	20	22	2.1	0.2	4	10	1
豐原	臺中市	22	24	1.8	0.2	5	11	1
豐原	臺中市	22	24	1.3	0.2	5	10	1
豐原	臺中市	21	23	0.5	0.2	6	12	1
豐原	臺中市	24	21	0.9	0.3	7	12	1
豐原	臺中市	27	19	0.9	0.3	8	13	1
豐原	臺中市	31	17	0.6	0.3	10	14	1
豐原	臺中市	32	14	0.9	0.3	10	14	1
松山	臺北市	48	24	2.2	0.4	15	29	2
松山	臺北市	50	25	1.9	0.4	15	31	2
松山	臺北市	51	26	1.9	0.4	16	30	2
松山	臺北市	48	28	2	0.3	15	28	2
松山	臺北市	44	30	1.8	0.3	14	24	2
松山	臺北市	40	31	2	0.3	12	21	2
松山	臺北市	36	31	2.2	0.3	11	19	2
松山	臺北市	34	32	1.8	0.2	11	18	2
松山	臺北市	31	32	1.6	0.2	10	17	2
松山	臺北市	32	31	2.2	0.2	10	17	2
松山	臺北市	31	30	2.6	0.2	10	18	2
松山	臺北市	29	29	2.4	0.2	9	17	2
松山	臺北市	30	27	1.9	0.2	9	17	2
松山	臺北市	28	26	1.9	0.2	9	16	2
松山	臺北市	27	26	1.8	0.2	8	13	2
松山	臺北市	29	25	2.1	0.2	9	13	2
松山	臺北市	27	25	1.8	0.3	8	12	2
松山	臺北市	27	25	2	0.3	8	12	2
松山	臺北市	26	24	1.8	0.3	8	13	2
松山	臺北市	29	22	1.1	0.3	7	13	2
松山	臺北市	25	21	1.4	0.3	7	13	2
松山	臺北市	25	20	1.9	0.3	7	14	2
松山	臺北市	22	18	1.7	0.4	7	14	2
松山	臺北市	21	17	2.1	0.4	6	14	2
臺東	臺東縣	32	35	2.5	0.4	3	8	2
臺東	臺東縣	31	34	2.2	0.4	3	8	2
臺東	臺東縣	31	34	2	0.4	3	7	2
臺東	臺東縣	31	34	2.3	0.4	3	7	2
臺東	臺東縣	31	34	0.5	0.3	3	7	1
臺東	臺東縣	31	33	0.5	0.3	2	6	1
臺東	臺東縣	31	33	0.5	0.3	2	6	1
臺東	臺東縣	31	33	0.5	0.3	2	5	1
臺東	臺東縣	30	32	0.5	0.3	2	5	1
臺東	臺東縣	30	32	1.9	0.3	2	6	1
臺東	臺東縣	29	31	2.2	0.3	2	7	1
臺東	臺東縣	30	32	1.9	0.3	2	7	1
臺東	臺東縣	30	32	3.1	0.3	2	7	1
臺東	臺東縣	31	33	3	0.3	2	7	1
臺東	臺東縣	31	34	3.5	0.3	2	6	1
臺東	臺東縣	33	36	3.1	0.3	1	6	1
臺東	臺東縣	34	37	3.4	0.3	1	7	1
臺東	臺東縣	36	39	2.9	0.3	1	7	1
臺東	臺東縣	37	40	2.5	0.3	2	7	1
臺東	臺東縣	38	41	2.5	0.3	2	8	1
臺東	臺東縣	37	40	1.5	0.3	2	9	1
臺東	臺東縣	36	39	1.6	0.3	3	9	1
臺東	臺東縣	35	38	1.7	0.3	3	8	1
臺東	臺東縣	34	37	1.9	0.3	3	8	1
安南	臺南市	49	26	2	0.5	15	31	2
安南	臺南市	50	23	2.4	0.5	15	30	2
安南	臺南市	52	21	2.4	0.5	16	30	2
安南	臺南市	50	20	2	0.5	15	30	2
安南	臺南市	48	20	2.5	0.4	15	29	2
安南	臺南市	43	20	2.3	0.4	13	27	2
安南	臺南市	41	20	2.1	0.4	13	25	2
安南	臺南市	41	20	1.9	0.4	13	22	2
安南	臺南市	42	19	2.4	0.3	13	22	2
安南	臺南市	44	19	2.7	0.3	14	23	2
安南	臺南市	45	19	1.8	0.3	14	27	2
安南	臺南市	51	19	3.2	0.3	16	30	2
安南	臺南市	53	21	2.5	0.4	16	33	2
安南	臺南市	55	23	2.8	0.4	17	35	2
安南	臺南市	55	27	2.8	0.4	17	34	2
安南	臺南市	54	31	3.2	0.4	17	34	2
安南	臺南市	53	34	3.4	0.4	16	33	2
安南	臺南市	53	38	3	0.4	17	33	2
安南	臺南市	55	41	2.7	0.3	17	37	2
安南	臺南市	57	43	1.8	0.3	18	39	2
安南	臺南市	58	43	1.9	0.3	19	41	1
安南	臺南市	59	41	1.8	0.3	19	42	1
安南	臺南市	58	38	2	0.3	19	42	1
安南	臺南市	57	34	2.4	0.3	18	40	1
善化	臺南市	45	26	2.9	0.4	14	22	1
善化	臺南市	49	23	2.3	0.4	15	21	1
善化	臺南市	47	22	2.4	0.4	15	20	1
善化	臺南市	50	21	2.4	0.4	15	19	1
善化	臺南市	46	21	2.7	0.4	14	19	2
善化	臺南市	43	20	2.3	0.3	13	18	2
善化	臺南市	41	20	1.6	0.3	13	17	2
善化	臺南市	39	19	2	0.3	12	18	2
善化	臺南市	40	19	2.3	0.3	12	17	2
善化	臺南市	42	18	3.1	0.3	13	18	2
善化	臺南市	45	18	2.7	0.3	14	19	2
善化	臺南市	52	18	2.4	0.3	16	20	2
善化	臺南市	56	19	3.1	0.3	18	21	2
善化	臺南市	59	23	3.3	0.3	19	23	2
善化	臺南市	61	28	3.4	0.3	20	24	2
善化	臺南市	61	33	3.5	0.3	20	25	2
善化	臺南市	61	37	3	0.4	20	25	3
善化	臺南市	61	41	3.5	0.4	20	26	3
善化	臺南市	61	43	2.5	0.4	20	26	3
善化	臺南市	64	44	1.7	0.4	21	29	3
善化	臺南市	67	43	1.5	0.4	22	32	3
善化	臺南市	65	39	1.1	0.4	21	33	3
善化	臺南市	68	34	1.3	0.4	22	35	3
善化	臺南市	65	28	2.2	0.4	21	35	3
新營	臺南市	42	25	2.9	0.4	13	28	2
新營	臺南市	40	23	2	0.4	12	25	2
新營	臺南市	40	23	1.8	0.4	12	24	2
新營	臺南市	39	23	2.3	0.4	12	23	2
新營	臺南市	38	23	1.9	0.3	12	21	2
新營	臺南市	39	23	1.9	0.3	12	20	2
新營	臺南市	38	23	2.2	0.3	12	20	2
新營	臺南市	40	23	2.3	0.3	12	19	2
新營	臺南市	41	22	2.2	0.3	13	22	2
新營	臺南市	43	22	2.3	0.3	13	23	2
新營	臺南市	45	21	2.4	0.3	14	24	2
新營	臺南市	48	21	2.8	0.3	15	26	2
新營	臺南市	51	23	3	0.3	16	27	2
新營	臺南市	52	25	2.6	0.3	16	27	2
新營	臺南市	54	28	3	0.3	17	28	2
新營	臺南市	54	31	2.4	0.3	17	28	2
新營	臺南市	53	34	3.1	0.3	16	29	2
新營	臺南市	53	37	2.5	0.3	16	32	2
新營	臺南市	52	38	2.2	0.3	16	35	2
新營	臺南市	51	38	2.2	0.3	16	38	2
新營	臺南市	52	37	1.9	0.4	16	40	2
新營	臺南市	53	34	1.9	0.4	17	41	2
新營	臺南市	56	30	1.5	0.4	18	42	2
新營	臺南市	57	26	2.1	0.4	18	41	2
